CompetitorID,Day,domain,Referring domains,Domain Rating,URL Rating,Organic traffic,Organic traffic value,Organic pages,Impressions,Paid traffic,Paid traffic cost,Crawled pages,Organic keywords: 1-3,Organic keywords: 4-10,Organic keywords: 11-20,Organic keywords: 21-50,Organic keywords: 51+,Total Traffic
8,3/16/2023,purplesec.us,2794,74.0,14.0,16566,38401,193,240862,0,0,209,619,1470,1787,5016,8341,16566
8,3/17/2023,purplesec.us,2802,74.0,14.0,16708,38876,193,259413,0,0,209,623,1464,1799,5043,8420,16708
8,3/18/2023,purplesec.us,2803,74.0,14.0,16121,39168,193,263407,0,0,209,625,1473,1823,5058,8476,16121
8,3/19/2023,purplesec.us,2809,74.0,14.0,15819,38717,193,253721,0,0,210,630,1478,1823,5085,8556,15819
8,3/20/2023,purplesec.us,2810,74.0,14.0,15769,38736,193,259059,0,0,210,634,1482,1829,5097,8616,15769
8,3/21/2023,purplesec.us,2808,74.0,14.0,16000,38392,194,258224,0,0,212,632,1483,1844,5140,8651,16000
8,3/22/2023,purplesec.us,2816,74.0,14.0,16102,38824,193,259136,0,0,212,633,1481,1851,5173,8690,16102
8,3/23/2023,purplesec.us,2824,74.0,14.0,15990,38159,195,252385,0,0,211,628,1489,1840,5191,8763,15990
8,3/24/2023,purplesec.us,2830,74.0,15.0,15985,38135,195,265365,0,0,212,623,1485,1851,5197,8809,15985
8,3/25/2023,purplesec.us,2830,74.0,15.0,16698,38106,194,269656,0,0,212,622,1478,1852,5232,8840,16698
8,3/26/2023,purplesec.us,2830,74.0,15.0,16665,37884,194,258736,0,0,212,622,1482,1843,5267,8832,16665
8,3/27/2023,purplesec.us,2829,74.0,15.0,16613,37439,194,259661,0,0,213,620,1491,1832,5287,8859,16613
8,3/28/2023,purplesec.us,2836,74.0,15.0,16619,37574,194,266419,0,0,213,621,1487,1842,5298,8897,16619
8,3/29/2023,purplesec.us,2835,74.0,15.0,16606,37628,195,267681,0,0,213,620,1494,1841,5311,8936,16606
8,3/30/2023,purplesec.us,2830,74.0,15.0,16289,34677,196,287321,0,0,215,625,1496,1854,5340,8971,16289
8,3/31/2023,purplesec.us,2827,74.0,15.0,16119,33317,197,287366,0,0,215,622,1510,1850,5378,9001,16119
8,4/1/2023,purplesec.us,2824,74.0,15.0,16349,33564,197,282967,0,0,215,624,1519,1853,5406,9047,16349
8,4/2/2023,purplesec.us,2821,74.0,15.0,15897,33577,197,284632,0,0,215,624,1529,1854,5432,9073,15897
8,4/3/2023,purplesec.us,2819,74.0,15.0,16072,33672,197,263858,0,0,215,627,1530,1862,5460,9101,16072
8,4/4/2023,purplesec.us,2818,74.0,15.0,15838,33540,197,264260,0,0,215,625,1540,1863,5479,9114,15838
8,4/5/2023,purplesec.us,2818,74.0,15.0,15885,33769,198,263929,0,0,215,624,1545,1861,5503,9122,15885
8,4/6/2023,purplesec.us,2822,74.0,15.0,16496,33506,198,278457,0,0,217,624,1556,1863,5520,9168,16496
8,4/7/2023,purplesec.us,2825,74.0,15.0,17780,32972,200,300015,0,0,217,627,1581,1887,5580,9269,17780
8,4/8/2023,purplesec.us,2831,74.0,15.0,18252,33253,201,292221,0,0,218,640,1603,1910,5689,9413,18252
8,4/9/2023,purplesec.us,2836,74.0,15.0,18354,33239,204,294971,0,0,218,645,1599,1908,5713,9432,18354
8,4/10/2023,purplesec.us,2838,74.0,15.0,18375,33452,204,310814,0,0,218,648,1603,1904,5736,9450,18375
8,4/11/2023,purplesec.us,2840,74.0,14.0,18433,33515,204,305580,0,0,219,648,1609,1910,5742,9486,18433
8,4/12/2023,purplesec.us,2836,74.0,15.0,18752,34464,204,292892,0,0,219,651,1612,1912,5745,9491,18752
8,4/13/2023,purplesec.us,2841,74.0,14.0,18863,34923,204,291873,0,0,219,657,1610,1907,5734,9526,18863
8,4/14/2023,purplesec.us,2851,74.0,14.0,18786,34579,203,288901,0,0,219,660,1610,1905,5738,9521,18786
8,4/15/2023,purplesec.us,2852,74.0,15.0,18909,35405,202,288647,0,0,219,664,1611,1898,5736,9505,18909
8,4/16/2023,purplesec.us,2854,74.0,15.0,18940,35580,202,286903,0,0,218,664,1613,1895,5740,9508,18940
8,4/17/2023,purplesec.us,2857,74.0,15.0,19162,35304,204,285578,0,0,218,679,1600,1889,5727,9518,19162
8,4/18/2023,purplesec.us,2856,74.0,15.0,19016,35499,205,287985,0,0,218,684,1602,1887,5721,9544,19016
8,4/19/2023,purplesec.us,2857,74.0,15.0,18979,35649,205,286148,0,0,217,691,1595,1885,5723,9533,18979
8,4/20/2023,purplesec.us,2852,74.0,15.0,18786,35285,205,287647,0,0,217,689,1594,1891,5731,9538,18786
8,4/21/2023,purplesec.us,2856,74.0,14.0,18899,35600,205,287627,0,0,217,692,1590,1887,5727,9548,18899
8,4/22/2023,purplesec.us,2863,74.0,14.0,18771,34826,205,283031,0,0,217,690,1587,1894,5729,9554,18771
8,4/23/2023,purplesec.us,2866,74.0,14.0,18550,33955,205,280788,0,0,217,691,1585,1897,5728,9565,18550
8,4/24/2023,purplesec.us,2871,74.0,14.0,18512,34476,205,273997,0,0,217,692,1577,1906,5739,9569,18512
8,4/25/2023,purplesec.us,2876,74.0,14.0,18502,34487,204,272860,0,0,217,695,1575,1912,5748,9585,18502
8,4/26/2023,purplesec.us,2876,74.0,14.0,18411,34020,204,267581,0,0,217,693,1576,1911,5758,9587,18411
8,4/27/2023,purplesec.us,2874,74.0,14.0,18485,34370,204,266689,0,0,217,694,1574,1920,5777,9589,18485
8,4/28/2023,purplesec.us,2876,74.0,14.0,18816,35922,204,268610,0,0,217,695,1576,1930,5772,9581,18816
8,4/29/2023,purplesec.us,2885,74.0,14.0,18882,36060,205,268149,0,0,218,696,1572,1940,5764,9594,18882
8,4/30/2023,purplesec.us,2881,74.0,14.0,18926,36085,204,265038,0,0,218,696,1579,1945,5750,9614,18926
8,5/1/2023,purplesec.us,2881,74.0,14.0,18324,36247,204,253573,0,0,218,698,1577,1944,5776,9628,18324
8,5/2/2023,purplesec.us,2882,74.0,14.0,18318,36430,204,237041,0,0,218,703,1567,1956,5778,9645,18318
8,5/3/2023,purplesec.us,2886,74.0,15.0,18493,36158,204,235138,0,0,218,699,1571,1966,5758,9676,18493
8,5/4/2023,purplesec.us,2886,74.0,15.0,18588,36255,205,235090,0,0,217,695,1569,1973,5755,9657,18588
8,5/5/2023,purplesec.us,2881,74.0,15.0,18299,34850,205,232030,0,0,217,696,1564,1976,5745,9678,18299
8,5/6/2023,purplesec.us,2888,74.0,15.0,18265,34655,205,229680,0,0,217,695,1560,1976,5738,9687,18265
8,5/7/2023,purplesec.us,2887,74.0,15.0,18239,34968,205,232600,0,0,217,698,1557,1973,5757,9675,18239
8,5/8/2023,purplesec.us,2888,74.0,15.0,18171,34769,205,233107,0,0,217,690,1557,1987,5761,9668,18171
8,5/9/2023,purplesec.us,2891,74.0,15.0,18236,35150,205,235346,0,0,217,689,1557,1994,5770,9653,18236
8,5/10/2023,purplesec.us,2895,74.0,14.0,18307,35401,206,237061,0,0,217,682,1555,1995,5781,9650,18307
8,5/11/2023,purplesec.us,2911,74.0,14.0,18405,35554,205,236373,0,0,217,679,1554,1998,5765,9667,18405
8,5/12/2023,purplesec.us,2915,74.0,15.0,18583,36253,206,237031,0,0,217,670,1560,1994,5761,9655,18583
8,5/13/2023,purplesec.us,2926,74.0,14.0,18551,36748,206,234271,0,0,217,664,1555,1997,5759,9653,18551
8,5/14/2023,purplesec.us,2928,74.0,14.0,18557,36657,206,237412,0,0,217,663,1546,2002,5763,9663,18557
8,5/15/2023,purplesec.us,2933,74.0,14.0,18486,36691,206,237539,0,0,217,662,1552,2008,5753,9669,18486
8,5/16/2023,purplesec.us,2932,74.0,16.0,18616,37006,206,238326,0,0,218,662,1553,2006,5759,9671,18616
8,5/17/2023,purplesec.us,2943,74.0,14.0,18632,36949,206,238688,0,0,218,662,1556,2003,5760,9682,18632
8,5/18/2023,purplesec.us,2945,74.0,15.0,18619,36976,206,243620,0,0,219,660,1558,2004,5771,9692,18619
8,5/19/2023,purplesec.us,2939,74.0,14.0,18328,35641,206,244757,0,0,219,661,1557,2011,5780,9714,18328
8,5/20/2023,purplesec.us,2944,74.0,14.0,18316,35608,206,246748,0,0,220,661,1565,2023,5773,9730,18316
8,5/21/2023,purplesec.us,2948,74.0,15.0,18412,35752,206,249671,0,0,220,661,1571,2026,5777,9742,18412
8,5/22/2023,purplesec.us,2956,74.0,14.0,18381,35800,206,248429,0,0,220,663,1568,2030,5786,9751,18381
8,5/23/2023,purplesec.us,2965,74.0,14.0,18191,35430,206,241891,0,0,221,663,1570,2031,5796,9746,18191
8,5/24/2023,purplesec.us,2984,74.0,14.0,18169,35452,207,241691,0,0,221,663,1571,2032,5823,9731,18169
8,5/25/2023,purplesec.us,2989,74.0,14.0,18165,35615,207,242961,0,0,221,668,1570,2027,5850,9725,18165
8,5/26/2023,purplesec.us,2990,74.0,14.0,18254,35600,207,246972,0,0,221,672,1578,2028,5865,9729,18254
8,5/27/2023,purplesec.us,2985,74.0,14.0,18200,35321,207,255431,0,0,221,676,1577,2035,5891,9701,18200
8,5/28/2023,purplesec.us,2983,74.0,10.0,17815,35981,208,267759,0,0,221,676,1583,2038,5928,9683,17815
8,5/29/2023,purplesec.us,2980,74.0,15.0,17824,35898,207,270414,0,0,221,672,1593,2046,5959,9684,17824
8,5/30/2023,purplesec.us,2982,74.0,15.0,17826,35739,208,272014,0,0,222,674,1597,2043,5987,9696,17826
8,5/31/2023,purplesec.us,2987,74.0,15.0,17832,35764,208,270040,0,0,222,675,1600,2043,6005,9698,17832
8,6/1/2023,purplesec.us,2982,74.0,14.0,17796,35575,208,269232,0,0,223,681,1596,2050,6023,9695,17796
8,6/2/2023,purplesec.us,2979,74.0,14.0,17670,35700,208,267407,0,0,223,684,1599,2052,6040,9717,17670
8,6/3/2023,purplesec.us,2984,74.0,14.0,17671,35318,209,266822,0,0,223,685,1607,2053,6054,9737,17671
8,6/4/2023,purplesec.us,2984,74.0,14.0,17587,34736,209,267740,0,0,223,690,1606,2067,6064,9750,17587
8,6/5/2023,purplesec.us,2983,74.0,14.0,17507,34132,209,258036,0,0,223,688,1615,2061,6093,9746,17507
8,6/6/2023,purplesec.us,2984,74.0,14.0,17340,34409,209,247144,0,0,223,693,1618,2073,6097,9749,17340
8,6/7/2023,purplesec.us,2999,74.0,14.0,17273,34110,209,247948,0,0,223,691,1626,2076,6132,9752,17273
8,6/8/2023,purplesec.us,3008,74.0,14.0,17277,34114,209,248044,0,0,223,691,1627,2077,6130,9757,17277
8,6/9/2023,purplesec.us,3018,74.0,14.0,17272,34114,209,248006,0,0,223,691,1627,2077,6130,9757,17272
8,6/10/2023,purplesec.us,3022,74.0,14.0,17338,34281,209,248591,0,0,223,693,1631,2071,6142,9764,17338
8,6/11/2023,purplesec.us,3025,74.0,14.0,17416,33957,211,252711,0,0,223,701,1655,2094,6255,9968,17416
8,6/12/2023,purplesec.us,3028,74.0,14.0,17730,34493,211,254615,0,0,222,711,1670,2122,6346,10081,17730
8,6/13/2023,purplesec.us,3034,74.0,15.0,18083,35271,212,240564,0,0,222,723,1723,2178,6497,10349,18083
8,6/14/2023,purplesec.us,3037,74.0,15.0,18515,35868,212,248527,0,0,222,750,1760,2251,6658,10638,18515
8,6/15/2023,purplesec.us,3049,74.0,15.0,18816,36312,212,252254,0,0,222,772,1811,2324,6790,10900,18816
8,6/16/2023,purplesec.us,3059,74.0,14.0,19090,37021,212,258313,0,0,222,793,1857,2370,6900,11186,19090
8,6/17/2023,purplesec.us,3060,74.0,14.0,19396,37780,213,256899,0,0,222,818,1908,2438,7047,11417,19396
8,6/18/2023,purplesec.us,3054,74.0,14.0,19667,38161,215,260427,0,0,222,834,1957,2455,7061,11427,19667
8,6/19/2023,purplesec.us,3057,74.0,14.0,19799,38372,215,262964,0,0,222,838,1944,2424,6873,11165,19799
8,6/20/2023,purplesec.us,3059,74.0,14.0,20249,38770,215,267263,0,0,222,856,1955,2417,6775,11058,20249
8,6/21/2023,purplesec.us,3057,74.0,14.0,20487,39381,218,273405,0,0,222,888,2058,2528,6953,11306,20487
8,6/22/2023,purplesec.us,3060,74.0,14.0,20856,39771,219,278093,0,0,222,907,2114,2568,7006,11467,20856
8,6/23/2023,purplesec.us,3056,74.0,14.0,21144,40120,219,281192,0,0,222,927,2159,2626,7107,11637,21144
8,6/24/2023,purplesec.us,3060,74.0,14.0,21155,40016,219,293146,0,0,222,927,2163,2625,7062,11570,21155
8,6/25/2023,purplesec.us,3065,74.0,14.0,21148,40016,219,293048,0,0,223,922,2151,2607,7005,11471,21148
8,6/26/2023,purplesec.us,3064,74.0,15.0,21203,39964,219,294895,0,0,223,913,2148,2587,6966,11371,21203
8,6/27/2023,purplesec.us,3067,74.0,15.0,21171,39661,220,286713,0,0,227,908,2140,2557,6955,11266,21171
8,6/28/2023,purplesec.us,3077,74.0,15.0,21093,39700,220,284086,0,0,230,903,2129,2535,6909,11197,21093
8,6/29/2023,purplesec.us,3092,74.0,14.0,21090,39599,219,281445,0,0,234,902,2122,2515,6903,11125,21090
8,6/30/2023,purplesec.us,3098,74.0,15.0,21165,39710,219,281648,0,0,235,892,2112,2501,6838,11122,21165
8,7/1/2023,purplesec.us,3097,74.0,14.0,20896,39638,220,276194,0,0,238,886,2114,2493,6800,11052,20896
8,7/2/2023,purplesec.us,3097,74.0,14.0,21023,39747,219,274404,0,0,238,888,2117,2482,6759,11009,21023
8,7/3/2023,purplesec.us,3092,74.0,14.0,21257,40071,220,281281,0,0,238,886,2136,2491,6759,11024,21257
8,7/4/2023,purplesec.us,3091,74.0,14.0,20855,40368,219,275573,0,0,240,883,2115,2464,6714,10916,20855
8,7/5/2023,purplesec.us,3090,74.0,14.0,20797,40219,218,275183,0,0,241,879,2098,2446,6597,10778,20797
8,7/6/2023,purplesec.us,3085,74.0,14.0,20589,40020,217,274178,0,0,243,878,2088,2420,6532,10678,20589
8,7/7/2023,purplesec.us,3080,74.0,14.0,20083,40062,217,270530,0,0,245,863,2055,2394,6378,10464,20083
8,7/8/2023,purplesec.us,3065,74.0,14.0,19963,39947,217,269634,0,0,245,859,2041,2384,6337,10282,19963
8,7/9/2023,purplesec.us,3056,74.0,14.0,19783,39430,218,269440,0,0,246,858,2032,2370,6342,10334,19783
8,7/10/2023,purplesec.us,3054,74.0,14.0,19824,39552,218,270473,0,0,247,864,2019,2359,6365,10307,19824
8,7/11/2023,purplesec.us,3061,74.0,14.0,19815,39557,218,270351,0,0,248,859,2022,2359,6359,10315,19815
8,7/12/2023,purplesec.us,3075,74.0,14.0,20132,39593,218,257121,0,0,249,854,2026,2354,6333,10267,20132
8,7/13/2023,purplesec.us,3076,74.0,13.0,20048,39459,218,257913,0,0,252,853,2022,2339,6331,10190,20048
8,7/14/2023,purplesec.us,3078,74.0,13.0,20116,39494,217,265751,0,0,255,853,2018,2334,6339,10139,20116
8,7/15/2023,purplesec.us,3079,74.0,14.0,20132,39661,217,263843,0,0,258,853,2015,2338,6321,10160,20132
8,7/16/2023,purplesec.us,3076,74.0,14.0,20082,39649,216,262114,0,0,261,854,2013,2331,6307,10219,20082
8,7/17/2023,purplesec.us,3097,74.0,14.0,20093,39495,215,259664,0,0,264,851,2011,2322,6319,10218,20093
8,7/18/2023,purplesec.us,3134,74.0,14.0,20097,39555,215,258760,0,0,266,854,2005,2326,6341,10233,20097
8,7/19/2023,purplesec.us,3130,74.0,14.0,20166,39897,213,258341,0,0,267,860,1997,2338,6354,10241,20166
8,7/20/2023,purplesec.us,3127,74.0,14.0,20171,39846,213,245747,0,0,268,858,1993,2369,6384,10252,20171
8,7/21/2023,purplesec.us,3129,74.0,14.0,20125,39886,214,243693,0,0,268,862,1992,2372,6417,10267,20125
8,7/22/2023,purplesec.us,3131,74.0,14.0,20253,40499,214,243372,0,0,270,868,1994,2395,6420,10280,20253
8,7/23/2023,purplesec.us,3134,74.0,14.0,20446,40980,212,245112,0,0,271,868,1994,2419,6434,10312,20446
8,7/24/2023,purplesec.us,3135,74.0,14.0,20480,41438,212,244670,0,0,272,875,1986,2455,6432,10327,20480
8,7/25/2023,purplesec.us,3129,74.0,14.0,20479,41901,212,247600,0,0,275,875,1990,2482,6453,10356,20479
8,7/26/2023,purplesec.us,3130,74.0,14.0,20560,42249,212,248230,0,0,274,881,1997,2507,6464,10381,20560
8,7/27/2023,purplesec.us,3125,74.0,14.0,20661,42735,213,247620,0,0,274,885,2009,2523,6522,10381,20661
8,7/28/2023,purplesec.us,3123,74.0,14.0,20675,42791,214,246383,0,0,275,886,2012,2528,6531,10380,20675
8,7/29/2023,purplesec.us,3117,74.0,14.0,20686,42788,214,246547,0,0,277,885,2013,2533,6540,10391,20686
8,7/30/2023,purplesec.us,3122,74.0,14.0,20693,42787,214,246689,0,0,279,885,2015,2537,6550,10406,20693
8,7/31/2023,purplesec.us,3123,74.0,14.0,20852,43295,215,249614,0,0,279,890,2024,2562,6625,10544,20852
8,8/1/2023,purplesec.us,3129,74.0,14.0,21212,43238,213,260613,0,0,281,896,2056,2615,6776,10653,21212
8,8/2/2023,purplesec.us,3133,74.0,14.0,21397,44324,213,272839,0,0,281,904,2057,2649,6838,10719,21397
8,8/3/2023,purplesec.us,3138,74.0,14.0,21498,44528,212,274468,0,0,281,901,2059,2673,6855,10767,21498
8,8/4/2023,purplesec.us,3141,74.0,14.0,21504,44853,213,273830,0,0,282,909,2057,2696,6868,10815,21504
8,8/5/2023,purplesec.us,3135,74.0,14.0,21606,45103,212,265784,0,0,282,912,2052,2725,6896,10800,21606
8,8/6/2023,purplesec.us,3144,74.0,14.0,21536,44937,212,265690,0,0,282,916,2067,2743,6909,10837,21536
8,8/7/2023,purplesec.us,3143,74.0,14.0,21659,45295,212,270651,0,0,282,921,2068,2763,6937,10889,21659
8,8/8/2023,purplesec.us,3151,74.0,14.0,21680,45270,212,270296,0,0,282,926,2072,2801,6961,10936,21680
8,8/9/2023,purplesec.us,3153,74.0,14.0,21681,45248,212,268419,0,0,282,927,2095,2809,6969,10964,21681
8,8/10/2023,purplesec.us,3161,74.0,14.0,21721,45364,213,268775,0,0,282,931,2104,2816,6980,10966,21721
8,8/11/2023,purplesec.us,3163,74.0,14.0,22205,45479,215,261363,0,0,282,943,2136,2874,7102,11129,22205
8,8/12/2023,purplesec.us,3164,74.0,14.0,22230,45571,216,269582,0,0,282,950,2155,2942,7222,11282,22230
8,8/13/2023,purplesec.us,3165,74.0,14.0,22226,45465,217,270951,0,0,282,952,2167,2969,7211,11312,22226
8,8/14/2023,purplesec.us,3170,74.0,14.0,22244,45486,218,265729,0,0,282,954,2175,2975,7238,11332,22244
8,8/15/2023,purplesec.us,3175,74.0,14.0,22210,45384,218,269139,0,0,282,953,2187,2966,7234,11327,22210
8,8/16/2023,purplesec.us,3177,74.0,14.0,22188,45284,218,277501,0,0,281,951,2190,2975,7259,11311,22188
8,8/17/2023,purplesec.us,3177,74.0,14.0,22365,45788,218,281010,0,0,281,951,2197,2971,7271,11311,22365
8,8/18/2023,purplesec.us,3176,74.0,14.0,22444,45669,218,280791,0,0,281,955,2197,2971,7292,11290,22444
8,8/19/2023,purplesec.us,3186,74.0,13.0,22379,45774,218,287284,0,0,281,955,2205,2969,7306,11297,22379
8,8/20/2023,purplesec.us,3193,74.0,13.0,22420,46047,218,284630,0,0,281,959,2205,2983,7324,11280,22420
8,8/21/2023,purplesec.us,3194,74.0,13.0,22707,46723,218,277875,0,0,281,964,2206,2982,7347,11229,22707
8,8/22/2023,purplesec.us,3196,74.0,13.0,22771,46950,217,282706,0,0,281,965,2206,2993,7324,11234,22771
8,8/23/2023,purplesec.us,3194,74.0,13.0,22799,47411,217,283543,0,0,281,967,2211,2999,7315,11264,22799
8,8/24/2023,purplesec.us,3189,74.0,13.0,22830,47204,218,288178,0,0,281,973,2206,3014,7308,11273,22830
8,8/25/2023,purplesec.us,3189,74.0,14.0,22945,47601,218,292489,0,0,281,974,2208,3025,7301,11284,22945
8,8/26/2023,purplesec.us,3190,74.0,13.0,23072,47935,218,295711,0,0,281,976,2211,3020,7280,11299,23072
8,8/27/2023,purplesec.us,3180,74.0,13.0,23133,47857,219,297707,0,0,281,979,2212,3021,7270,11286,23133
8,8/28/2023,purplesec.us,3180,74.0,14.0,23133,47898,219,301575,0,0,281,975,2221,3016,7291,11245,23133
8,8/29/2023,purplesec.us,3178,74.0,13.0,23187,47670,219,302627,0,0,281,979,2218,3010,7295,11222,23187
8,8/30/2023,purplesec.us,3182,74.0,13.0,23165,47571,218,306664,0,0,281,978,2217,3007,7278,11222,23165
8,8/31/2023,purplesec.us,3181,74.0,13.0,23191,47493,218,306920,0,0,281,977,2227,2996,7297,11213,23191
8,9/1/2023,purplesec.us,3185,74.0,13.0,23164,47785,218,299128,0,0,281,975,2219,3002,7279,11235,23164
8,9/2/2023,purplesec.us,3185,74.0,13.0,23132,47741,217,307388,0,0,281,978,2227,2996,7289,11226,23132
8,9/3/2023,purplesec.us,3183,74.0,13.0,23167,48085,217,307914,0,0,281,978,2223,3004,7280,11243,23167
8,9/4/2023,purplesec.us,3178,74.0,14.0,23257,48457,217,302785,0,0,282,975,2213,3015,7265,11243,23257
8,9/5/2023,purplesec.us,3177,74.0,14.0,23238,48594,217,305113,0,0,283,972,2219,3016,7265,11235,23238
8,9/6/2023,purplesec.us,3175,74.0,14.0,23528,48827,217,320269,0,0,283,971,2218,3017,7238,11261,23528
8,9/7/2023,purplesec.us,3169,74.0,14.0,23572,48977,217,315506,0,0,283,968,2218,3023,7230,11270,23572
8,9/8/2023,purplesec.us,3173,74.0,13.0,23657,49278,217,308391,0,0,284,970,2204,3037,7247,11293,23657
8,9/9/2023,purplesec.us,3180,74.0,13.0,23754,49395,218,305903,0,0,284,972,2211,3024,7255,11323,23754
8,9/10/2023,purplesec.us,3176,74.0,13.0,23803,49346,218,311222,0,0,284,971,2207,3028,7271,11326,23803
8,9/11/2023,purplesec.us,3179,74.0,13.0,23762,48968,218,312559,0,0,284,973,2210,3020,7297,11333,23762
8,9/12/2023,purplesec.us,3184,74.0,13.0,23733,48872,218,308003,0,0,284,976,2195,3028,7303,11334,23733
8,9/13/2023,purplesec.us,3183,74.0,13.0,23703,48870,218,314015,0,0,284,974,2195,3029,7309,11355,23703
8,9/14/2023,purplesec.us,3185,74.0,13.0,23909,49322,218,310243,0,0,284,967,2205,3006,7332,11331,23909
8,9/15/2023,purplesec.us,3183,74.0,13.0,23950,49215,218,314753,0,0,286,965,2209,2981,7337,11330,23950
8,9/16/2023,purplesec.us,3192,74.0,13.0,24051,48760,218,319078,0,0,286,960,2209,2977,7305,11406,24051
8,9/17/2023,purplesec.us,3216,74.0,13.0,24611,48740,219,320740,0,0,286,964,2190,2983,7311,11413,24611
8,9/18/2023,purplesec.us,3217,74.0,13.0,24627,48841,219,324075,0,0,286,966,2189,2988,7297,11455,24627
8,9/19/2023,purplesec.us,3222,74.0,14.0,24657,49427,218,327302,0,0,286,964,2191,2988,7288,11479,24657
8,9/20/2023,purplesec.us,3230,74.0,14.0,24644,49348,218,331441,0,0,286,960,2188,2978,7292,11494,24644
8,9/21/2023,purplesec.us,3238,74.0,14.0,24732,49350,218,337123,0,0,286,959,2174,2966,7282,11483,24732
8,9/22/2023,purplesec.us,3247,74.0,14.0,24669,49211,217,328782,0,0,286,956,2154,2927,7250,11437,24669
8,9/23/2023,purplesec.us,3249,74.0,13.0,24543,49182,218,323997,0,0,286,950,2140,2895,7194,11386,24543
8,9/24/2023,purplesec.us,3249,74.0,13.0,24567,49035,218,323591,0,0,286,938,2125,2879,7142,11349,24567
8,9/25/2023,purplesec.us,3246,74.0,13.0,24471,48863,218,319706,0,0,286,936,2099,2860,7105,11294,24471
8,9/26/2023,purplesec.us,3243,74.0,13.0,24263,48306,218,317473,0,0,286,922,2093,2801,7036,11269,24263
8,9/27/2023,purplesec.us,3246,74.0,13.0,24182,48017,219,319168,0,0,287,912,2080,2766,6995,11230,24182
8,9/28/2023,purplesec.us,3257,74.0,13.0,23849,46826,221,315287,0,0,287,902,2046,2729,6936,11125,23849
8,9/29/2023,purplesec.us,3259,74.0,13.0,23703,46503,220,314431,0,0,287,900,2018,2680,6856,11074,23703
8,9/30/2023,purplesec.us,3261,74.0,13.0,23688,46503,220,314298,0,0,287,894,2013,2672,6838,11048,23688
8,10/1/2023,purplesec.us,3258,74.0,13.0,23560,46506,221,309406,0,0,287,885,1990,2645,6809,11037,23560
8,10/2/2023,purplesec.us,3256,74.0,13.0,23311,46489,221,310582,0,0,288,882,1963,2600,6770,10991,23311
8,10/3/2023,purplesec.us,3255,74.0,13.0,23008,46415,220,307044,0,0,288,878,1950,2559,6740,10921,23008
8,10/4/2023,purplesec.us,3254,74.0,13.0,22939,46352,220,308133,0,0,288,876,1929,2504,6660,10876,22939
8,10/5/2023,purplesec.us,3253,74.0,13.0,22929,46302,221,319281,0,0,288,867,1929,2449,6585,10772,22929
8,10/6/2023,purplesec.us,3251,74.0,13.0,23032,47079,220,312977,0,0,288,863,1889,2407,6499,10725,23032
8,10/7/2023,purplesec.us,3251,74.0,13.0,22875,46972,220,312551,0,0,288,850,1870,2369,6437,10670,22875
8,10/8/2023,purplesec.us,3258,74.0,13.0,22834,46782,220,320686,0,0,288,844,1849,2331,6359,10615,22834
8,10/9/2023,purplesec.us,3264,74.0,13.0,22784,46728,220,321629,0,0,289,837,1839,2299,6301,10538,22784
8,10/10/2023,purplesec.us,3260,74.0,13.0,22587,46841,220,322023,0,0,290,830,1811,2278,6239,10463,22587
8,10/11/2023,purplesec.us,3268,74.0,13.0,22551,46317,221,318029,0,0,290,826,1796,2244,6158,10452,22551
8,10/12/2023,purplesec.us,3270,74.0,13.0,22335,45966,222,319374,0,0,290,820,1772,2214,6101,10413,22335
8,10/13/2023,purplesec.us,3268,74.0,13.0,22222,45958,222,323257,0,0,293,820,1762,2184,6066,10351,22222
8,10/14/2023,purplesec.us,3268,74.0,13.0,22367,46141,220,326133,0,0,293,817,1744,2185,6021,10325,22367
8,10/15/2023,purplesec.us,3266,74.0,13.0,22467,46601,221,323728,0,0,293,813,1734,2155,5991,10262,22467
8,10/16/2023,purplesec.us,3269,74.0,13.0,22625,46731,220,324581,0,0,294,818,1718,2142,5931,10215,22625
8,10/17/2023,purplesec.us,3275,74.0,13.0,22883,47171,220,338998,0,0,294,817,1709,2140,5902,10187,22883
8,10/18/2023,purplesec.us,3273,74.0,13.0,22943,47741,220,342042,0,0,294,818,1710,2140,5892,10217,22943
8,10/19/2023,purplesec.us,3273,74.0,13.0,23178,48485,220,340451,0,0,294,813,1731,2142,5897,10263,23178
8,10/20/2023,purplesec.us,3274,74.0,13.0,23233,48157,219,340471,0,0,294,814,1736,2147,5910,10279,23233
8,10/21/2023,purplesec.us,3273,74.0,13.0,23304,48299,219,340260,0,0,294,814,1739,2152,5912,10262,23304
8,10/22/2023,purplesec.us,3276,74.0,13.0,23303,48307,219,339928,0,0,294,813,1734,2154,5905,10252,23303
8,10/23/2023,purplesec.us,3278,74.0,13.0,23146,47583,219,344789,0,0,295,813,1736,2159,5896,10238,23146
8,10/24/2023,purplesec.us,3283,74.0,13.0,23209,47636,219,349898,0,0,296,814,1743,2157,5895,10272,23209
8,10/25/2023,purplesec.us,3285,74.0,13.0,23294,47874,219,349983,0,0,296,815,1745,2164,5885,10267,23294
8,10/26/2023,purplesec.us,3288,74.0,13.0,23347,47874,219,351337,0,0,296,814,1744,2172,5885,10258,23347
8,10/27/2023,purplesec.us,3289,74.0,13.0,23435,47944,219,353804,0,0,296,817,1746,2161,5873,10260,23435
8,10/28/2023,purplesec.us,3289,74.0,12.0,23457,47912,219,353531,0,0,298,817,1744,2167,5873,10257,23457
